,peak_time,mean_peak,sd_peak,mean_ss,sd_ss
0,5126.7,285.7012513712343,2.9606340381330467,248.5732520187344,3.1415183681958907
1,5136.9,267.0615950078736,3.732101464998161,246.22335144887361,3.0763538807894566
2,5123.8,286.3545458761654,3.467502881306492,259.49830404866543,3.151807390074408
3,5123.1,278.0590226891739,5.0158658457896195,253.72582111717375,3.1624178306565
4,5123.1,281.3416108624886,2.411908394791853,244.79389781148856,3.5568311637503056
